GOOG,JPM,WMT,AMD,NKE
0.0488968336986779,-0.0558528378159197,-0.0374138748931597,-0.0427698276860016,-0.0577299929869994
-0.0661680602381066,-0.1227711896638831,-0.0594813572918424,-0.0323404352715673,-0.0692839483794306
-0.1317972762545486,-0.2246146519281331,0.0598323891198346,-7.771561172376097e-16,-0.074289156248679
0.1598284588460305,0.0746981202916763,0.0697943527454643,0.1519349146209847,0.0536617140269299
0.0595109303919063,0.0161864948385652,0.0251393878539054,0.0269135305180152,0.1335847880252361
-0.0107145291617329,-0.0333985507931986,-0.0344995332466321,-0.0221189338956205,-0.0053760542750436
0.0490587872300631,0.0374411672884342,0.0803140160587092,0.4717734158311462,-0.0044877791729822
0.1019717860446896,0.0367343198790495,0.0774408597933034,0.1729303801740189,0.1488358606577287
-0.1007110107483619,-0.0391257299031185,0.0076341590801467,-0.0972253012632182,0.1219948818526228
0.1030280031487471,0.0278356964611501,-0.0082913354693763,-0.0817172475034644,-0.0434920699072589
0.0861993929437339,0.202366437029825,0.1011893735467288,0.230707963014511,0.1217520061203605
-0.0050320410772166,0.0779603986881367,-0.0530995785218796,-0.0102525851509891,0.0523729306956584
0.0478686208277303,0.0198840874797849,-0.0253901229925906,-0.0661868908016589,-0.0557009197361464
0.1095579556204839,0.1437786077973741,-0.0752367118805173,-0.0131947368224125,0.0109592104741966
0.0155976333449669,0.0343822716097022,0.0498548979788455,-0.0711158677589706,-0.0140228668542248
0.1650801261449181,0.0163297486539462,0.0300372074107251,0.0397452579182424,-0.0020319062344603
0.0005975417410695,0.0678107694899421,0.0191394661851853,-0.0188679351103286,0.0310314658004642
0.0392941164928466,-0.0529711275587891,-0.0071112559784083,0.1729520249430132,0.132126388189921
0.0790401733994201,-0.0185507750014576,0.010849429132411,0.1305227520110514,0.0842772681121846
0.0757353312097826,0.0538280187297639,0.0427570444234723,0.0426593716465579,-0.0149133099844366
-0.0838467270195353,0.0233821904910023,-0.0588792726032225,-0.0706286091817885,-0.1184291768217747
0.1125946716096824,0.0441307851489958,0.0720332948749646,0.1684159531007998,0.151897023984961
-0.0392424212595368,-0.0651010401142757,-0.0588274293531558,0.317225240749811,0.0116566396578712
0.0156370368844518,-0.0030218952960232,0.0330125027704706,-0.0913683252310259,-0.0134156925703254
-0.0620754078251114,-0.0559474711348751,-0.0337273322552371,-0.2060458315086052,-0.1115977486493356
-0.005950621390469,-0.0457606436968944,-0.0332592097759789,0.0795623311850384,-0.0778009382217138
0.0352766946187934,-0.0386457508481432,0.1060665787818762,-0.1135073813497359,-0.0123250400305805
-0.1767495996915244,-0.1179229864117734,0.0273302639773829,-0.21785257447068,-0.0732756936970483
-0.008067500218822,0.1078248286817409,-0.156169964592277,0.1910664711024632,-0.0469128134021314
-0.0409203240150964,-0.1483776927424558,-0.0548084512327929,-0.2492636877823481,-0.137962056542659
0.0664472059600642,0.0334821470006772,0.0861161290069087,0.235386422291919,0.1244619709106853
-0.064214633944593,-0.0141297046028502,0.0081583357089218,-0.1016195443005587,-0.073703410758987
-0.1191021692808873,-0.0811571442261758,-0.021501073192192,-0.2534464644764818,-0.2169211550586509
-0.0154965488303987,0.2153707856185667,0.0973781847862962,-0.0520833207902682,0.1150143902083489
0.0717304066957362,0.0977120025664814,0.0708916512595667,0.2925407172558014,0.1835348297883958
-0.1253819506307206,-0.0295265161153165,-0.0662346797123516,-0.1656576203187404,0.0700078608277474
0.1255494234122094,0.0514081111958515,0.0146698226746495,0.160259463035246,0.0881975208640861
-0.0958246056072864,0.0242213238586832,-0.0120944799523473,0.0456420523690159,-0.0670697980450547
0.1517164472333765,-0.0909663070349074,0.0416827042890253,0.2472639329654113,0.0353539326768974
0.0405770421361122,0.0691806763338229,0.0238725094679659,-0.0881542618235955,0.0332679271164837
0.1399925072067382,-0.0183015314467548,-0.0234621928279358,0.3227033171260989,-0.169349665694788
-0.0194536926649673,0.0716968600689917,0.070198126449456,-0.0363759026788466,0.0519980158429635
0.1003556512402965,0.0935426176111442,0.0170505172261663,0.0043016227549517,0.0001811936797742
0.0318531170827283,-0.0736264837567017,0.0208187008267826,-0.0758741275297292,-0.078630360601509
-0.0400435606003407,-0.0089522361424803,-0.0164810368324488,-0.0274309637948715,-0.0567228494130382
-0.0496776930648952,-0.0340221117017622,0.0217593323536136,-0.0420151693021418,0.0747752178712339
0.0687947428155391,0.1223931100699791,-0.0472430916660218,0.2300507986000954,0.0729784070929564
0.0523447021703054,0.0898257491901677,0.0163497743045555,0.2166556553861283,-0.0121018937211276
0.0061734094695058,0.0313648121643446,0.0482083203037539,0.1375754580793737,-0.0648430159802655
-0.0142455294201647,0.0671024702559226,0.0640240854145917,0.1481304548645954,0.0236384530859492
0.0892831333650387,0.0765345897778442,0.0301130998162453,-0.062535674245418,-0.0925068563928555
0.0813082723108351,-0.0371520620780579,-0.013628114168327,-0.1224998611415578,-0.0183016089490227
0.0566085414001384,0.0567956881817997,0.1118385225786735,0.0537946000189601,0.0302404912451776
0.0555800873890639,-0.0018259907308659,0.0296533013401043,-0.0281005833081459,-0.203950144440999
-0.0559917265830121,0.0579408720229723,0.0137350750849705,-0.1093028188920753,-0.0067666971573032
-0.0464337557852316,0.0563910882277707,0.1283529296429397,0.0282392161662901,0.1130110657466436
